id_fix,id_ave,especie,nombre_comun,sexo,timestamp,fecha_hora_local,lon,lat,x_utm,y_utm,hdop,n_sat,bateria_v
7322,ANS03,Anser anser,Ánsar común,H,2020-02-01T23:01:00Z,2020-02-02 00:01:00,-6.249551,36.906324,745050.5,4088014.2,1.8,9,3.78
7323,ANS03,Anser anser,Ánsar común,H,2020-02-02T00:01:42Z,2020-02-02 01:01:42,-6.248446,36.90641,745148.7,4088026.6,2.2,7,3.72
7324,ANS03,Anser anser,Ánsar común,H,2020-02-02T01:00:07Z,2020-02-02 02:00:07,-6.248666,36.906537,745128.7,4088040.2,1.9,8,3.74
7325,ANS03,Anser anser,Ánsar común,H,2020-02-02T02:01:35Z,2020-02-02 03:01:35,-6.248558,36.905645,745141.2,4087941.5,0.8,11,3.73
7326,ANS03,Anser anser,Ánsar común,H,2020-02-02T03:01:01Z,2020-02-02 04:01:01,-6.248444,36.906159,745149.7,4087998.8,2.9,9,3.7
7327,ANS03,Anser anser,Ánsar común,H,2020-02-02T04:01:34Z,2020-02-02 05:01:34,-6.248909,36.905503,745110.3,4087924.8,2.8,5,3.81
7328,ANS03,Anser anser,Ánsar común,H,2020-02-02T05:01:32Z,2020-02-02 06:01:32,-6.249064,36.906239,745094.1,4088006.1,1.7,6,3.82
7329,ANS03,Anser anser,Ánsar común,H,2020-02-02T06:00:56Z,2020-02-02 07:00:56,-6.248733,36.906123,745124.0,4087994.1,2.1,12,3.87
7330,ANS03,Anser anser,Ánsar común,H,2020-02-02T07:02:06Z,2020-02-02 08:02:06,-6.195176,36.999707,749590.9,4098518.1,3.0,9,3.87
7331,ANS03,Anser anser,Ánsar común,H,2020-02-02T08:00:41Z,2020-02-02 09:00:41,-6.18819,36.993319,750233.6,4097827.6,2.7,7,3.91
7332,ANS03,Anser anser,Ánsar común,H,2020-02-02T09:00:11Z,2020-02-02 10:00:11,-6.188008,36.99426,750246.7,4097932.4,1.8,10,4.03
7333,ANS03,Anser anser,Ánsar común,H,2020-02-02T10:02:09Z,2020-02-02 11:02:09,-6.187417,36.996644,750291.5,4098198.6,1.8,12,4.09
7334,ANS03,Anser anser,Ánsar común,H,2020-02-02T11:00:07Z,2020-02-02 12:00:07,-6.190825,36.996399,749989.0,4098162.4,1.1,6,4.05
7335,ANS03,Anser anser,Ánsar común,H,2020-02-02T12:00:40Z,2020-02-02 13:00:40,-6.192406,36.994512,749854.4,4097948.9,1.6,12,4.12
7336,ANS03,Anser anser,Ánsar común,H,2020-02-02T13:02:07Z,2020-02-02 14:02:07,-6.185788,36.995638,750439.8,4098091.3,2.4,6,4.13
7337,ANS03,Anser anser,Ánsar común,H,2020-02-02T14:00:59Z,2020-02-02 15:00:59,-6.18839,36.997505,750202.1,4098291.6,1.3,11,3.99
7338,ANS03,Anser anser,Ánsar común,H,2020-02-02T15:00:47Z,2020-02-02 16:00:47,-6.187639,36.998278,750266.4,4098379.4,1.4,5,4.03
7339,ANS03,Anser anser,Ánsar común,H,2020-02-02T16:01:52Z,2020-02-02 17:01:52,-6.190542,36.998633,750006.9,4098411.1,2.2,7,3.96
7340,ANS03,Anser anser,Ánsar común,H,2020-02-02T17:00:39Z,2020-02-02 18:00:39,-6.190032,36.997722,750055.3,4098311.3,2.3,10,3.9
7341,ANS03,Anser anser,Ánsar común,H,2020-02-02T18:00:37Z,2020-02-02 19:00:37,-6.249331,36.905859,745071.6,4087963.2,1.7,11,3.8
7342,ANS03,Anser anser,Ánsar común,H,2020-02-02T19:01:35Z,2020-02-02 20:01:35,-6.248972,36.905956,745103.3,4087974.9,1.8,5,3.71
7343,ANS03,Anser anser,Ánsar común,H,2020-02-02T20:00:09Z,2020-02-02 21:00:09,-6.24913,36.906007,745089.1,4087980.2,1.8,11,3.74
7344,ANS03,Anser anser,Ánsar común,H,2020-02-02T21:01:12Z,2020-02-02 22:01:12,-6.248372,36.906164,745156.1,4087999.5,1.9,12,3.79
7345,ANS03,Anser anser,Ánsar común,H,2020-02-02T22:02:12Z,2020-02-02 23:02:12,-6.248593,36.906551,745135.1,4088041.9,2.3,10,3.7
7346,ANS03,Anser anser,Ánsar común,H,2020-02-02T23:01:56Z,2020-02-03 00:01:56,-6.248644,36.905692,745133.4,4087946.5,2.7,7,3.68
7347,ANS03,Anser anser,Ánsar común,H,2020-02-03T00:01:56Z,2020-02-03 01:01:56,-6.24848,36.906002,745146.9,4087981.2,1.6,5,3.7
7348,ANS03,Anser anser,Ánsar común,H,2020-02-03T01:01:42Z,2020-02-03 02:01:42,-6.248776,36.906623,745118.6,4088049.4,4.5,7,3.81
7349,ANS03,Anser anser,Ánsar común,H,2020-02-03T02:00:09Z,2020-02-03 03:00:09,-6.248095,36.906123,745180.8,4087995.8,1.2,8,3.71
7350,ANS03,Anser anser,Ánsar común,H,2020-02-03T03:00:02Z,2020-02-03 04:00:02,-6.24893,36.906024,745106.8,4087982.6,2.0,10,3.75
7351,ANS03,Anser anser,Ánsar común,H,2020-02-03T04:01:12Z,2020-02-03 05:01:12,-6.249486,36.906387,745056.1,4088021.4,3.2,7,3.74
7352,ANS03,Anser anser,Ánsar común,H,2020-02-03T05:02:29Z,2020-02-03 06:02:29,-6.248447,36.906439,745148.5,4088029.9,1.8,6,3.72
7353,ANS03,Anser anser,Ánsar común,H,2020-02-03T06:01:00Z,2020-02-03 07:01:00,-6.248484,36.905828,745147.2,4087962.0,2.1,11,3.81
7354,ANS03,Anser anser,Ánsar común,H,2020-02-03T07:01:08Z,2020-02-03 08:01:08,-6.305709,36.931887,739965.9,4090708.0,3.0,12,3.95
7355,ANS03,Anser anser,Ánsar común,H,2020-02-03T08:01:53Z,2020-02-03 09:01:53,-6.301785,36.931674,740316.1,4090694.2,2.2,9,3.94
7356,ANS03,Anser anser,Ánsar común,H,2020-02-03T09:01:08Z,2020-02-03 10:01:08,-6.301552,36.93065,740340.1,4090581.2,3.5,5,4.05
7357,ANS03,Anser anser,Ánsar común,H,2020-02-03T10:01:59Z,2020-02-03 11:01:59,-6.305851,36.932532,739951.2,4090779.2,3.3,11,4.05
7358,ANS03,Anser anser,Ánsar común,H,2020-02-03T11:02:09Z,2020-02-03 12:02:09,-6.303163,36.930601,740196.7,4090571.7,1.3,11,4.13
7359,ANS03,Anser anser,Ánsar común,H,2020-02-03T12:00:26Z,2020-02-03 13:00:26,-6.303223,36.931872,740187.4,4090712.6,2.7,5,4.19
7360,ANS03,Anser anser,Ánsar común,H,2020-02-03T13:00:51Z,2020-02-03 14:00:51,-6.302414,36.931091,740261.9,4090628.0,1.6,5,4.1
7361,ANS03,Anser anser,Ánsar común,H,2020-02-03T14:00:33Z,2020-02-03 15:00:33,-6.299163,36.931151,740551.4,4090642.8,2.1,11,4.05
7362,ANS03,Anser anser,Ánsar común,H,2020-02-03T15:01:10Z,2020-02-03 16:01:10,-6.301909,36.928755,740314.2,4090370.0,2.2,9,3.94
7363,ANS03,Anser anser,Ánsar común,H,2020-02-03T16:01:28Z,2020-02-03 17:01:28,-6.299407,36.933562,740522.0,4090909.7,1.0,6,3.98
7364,ANS03,Anser anser,Ánsar común,H,2020-02-03T17:00:10Z,2020-02-03 18:00:10,-6.300039,36.932013,740470.6,4090736.3,1.5,8,3.9
7365,ANS03,Anser anser,Ánsar común,H,2020-02-03T18:01:43Z,2020-02-03 19:01:43,-6.247977,36.906216,745191.1,4088006.3,3.3,9,3.85
7366,ANS03,Anser anser,Ánsar común,H,2020-02-03T19:00:27Z,2020-02-03 20:00:27,-6.248629,36.906252,745132.9,4088008.7,1.8,7,3.68
7367,ANS03,Anser anser,Ánsar común,H,2020-02-03T20:02:04Z,2020-02-03 21:02:04,-6.248924,36.906044,745107.2,4087984.8,1.1,5,3.7
7368,ANS03,Anser anser,Ánsar común,H,2020-02-03T21:00:11Z,2020-02-03 22:00:11,-6.248656,36.905716,745132.2,4087949.1,1.6,6,3.81
7369,ANS03,Anser anser,Ánsar común,H,2020-02-03T22:00:43Z,2020-02-03 23:00:43,-6.249079,36.906542,745091.8,4088039.7,1.4,8,3.77
7370,ANS03,Anser anser,Ánsar común,H,2020-02-03T23:01:56Z,2020-02-04 00:01:56,-6.249021,36.905874,745099.1,4087965.7,1.5,7,3.73
7371,ANS03,Anser anser,Ánsar común,H,2020-02-04T00:00:25Z,2020-02-04 01:00:25,-6.249121,36.906382,745088.6,4088021.8,2.0,10,3.75
7372,ANS03,Anser anser,Ánsar común,H,2020-02-04T02:02:28Z,2020-02-04 03:02:28,-6.248109,36.906665,745177.9,4088055.8,1.6,6,3.79
7373,ANS03,Anser anser,Ánsar común,H,2020-02-04T03:00:27Z,2020-02-04 04:00:27,-6.248744,36.905874,745123.8,4087966.4,2.2,5,3.74
7374,ANS03,Anser anser,Ánsar común,H,2020-02-04T04:01:11Z,2020-02-04 05:01:11,-6.248915,36.906554,745106.4,4088041.5,2.0,7,3.74
7375,ANS03,Anser anser,Ánsar común,H,2020-02-04T05:00:27Z,2020-02-04 06:00:27,-6.24921,36.906952,745078.8,4088084.8,2.8,5,3.72
7376,ANS03,Anser anser,Ánsar común,H,2020-02-04T06:00:41Z,2020-02-04 07:00:41,-6.248907,36.906336,745107.9,4088017.3,1.5,12,3.85
7377,ANS03,Anser anser,Ánsar común,H,2020-02-04T07:02:17Z,2020-02-04 08:02:17,-6.289303,36.95258,741362.0,4093045.7,1.3,8,3.84
7378,ANS03,Anser anser,Ánsar común,H,2020-02-04T08:02:16Z,2020-02-04 09:02:16,-6.29248,36.952084,741080.7,4092982.6,1.2,6,3.98
7379,ANS03,Anser anser,Ánsar común,H,2020-02-04T09:01:52Z,2020-02-04 10:01:52,-6.29223,36.95532,741092.7,4093342.3,1.0,10,3.95
7380,ANS03,Anser anser,Ánsar común,H,2020-02-04T10:00:00Z,2020-02-04 11:00:00,-6.291452,36.952059,741172.3,4092982.5,1.7,8,4.06
7381,ANS03,Anser anser,Ánsar común,H,2020-02-04T11:01:13Z,2020-02-04 12:01:13,-6.288296,36.952411,741452.3,4093029.5,1.1,12,4.04
7382,ANS03,Anser anser,Ánsar común,H,2020-02-04T12:01:01Z,2020-02-04 13:01:01,-6.295654,36.952841,740795.6,4093058.6,1.3,8,4.07
7383,ANS03,Anser anser,Ánsar común,H,2020-02-04T13:01:44Z,2020-02-04 14:01:44,-6.293707,36.95114,740974.3,4092874.7,0.9,11,4.1
7384,ANS03,Anser anser,Ánsar común,H,2020-02-04T14:02:19Z,2020-02-04 15:02:19,-6.289634,36.952214,741333.7,4093004.3,1.4,7,4.02
7385,ANS03,Anser anser,Ánsar común,H,2020-02-04T15:01:32Z,2020-02-04 16:01:32,-6.287574,36.952371,741516.6,4093026.9,2.3,7,3.97
7386,ANS03,Anser anser,Ánsar común,H,2020-02-04T16:02:01Z,2020-02-04 17:02:01,-6.292097,36.948878,741124.9,4092627.8,1.3,6,3.96
7387,ANS03,Anser anser,Ánsar común,H,2020-02-04T17:01:35Z,2020-02-04 18:01:35,-6.290495,36.95121,741260.2,4092890.6,1.8,9,3.85
7388,ANS03,Anser anser,Ánsar común,H,2020-02-04T18:02:09Z,2020-02-04 19:02:09,-6.24853,36.906309,745141.5,4088015.2,2.7,6,3.87
7389,ANS03,Anser anser,Ánsar común,H,2020-02-04T19:00:05Z,2020-02-04 20:00:05,-6.249046,36.906426,745095.2,4088026.8,1.7,11,3.75
7390,ANS03,Anser anser,Ánsar común,H,2020-02-04T20:01:26Z,2020-02-04 21:01:26,-6.249042,36.906157,745096.4,4087997.0,1.9,8,3.8
7391,ANS03,Anser anser,Ánsar común,H,2020-02-04T21:02:18Z,2020-02-04 22:02:18,-6.248905,36.906354,745108.0,4088019.2,1.7,11,3.74
7392,ANS03,Anser anser,Ánsar común,H,2020-02-04T22:00:26Z,2020-02-04 23:00:26,-6.248083,36.906801,745179.8,4088071.0,1.9,5,3.78
7393,ANS03,Anser anser,Ánsar común,H,2020-02-04T23:02:12Z,2020-02-05 00:02:12,-6.248415,36.905876,745153.2,4087967.5,2.2,7,3.73
7394,ANS03,Anser anser,Ánsar común,H,2020-02-05T00:02:12Z,2020-02-05 01:02:12,-6.24932,36.905888,745072.5,4087966.4,1.1,11,3.79
7395,ANS03,Anser anser,Ánsar común,H,2020-02-05T01:02:01Z,2020-02-05 02:02:01,-6.248695,36.906303,745126.9,4088014.2,2.1,5,3.82
7396,ANS03,Anser anser,Ánsar común,H,2020-02-05T02:01:32Z,2020-02-05 03:01:32,-6.247976,36.905712,745192.8,4087950.4,1.4,12,3.72
7397,ANS03,Anser anser,Ánsar común,H,2020-02-05T03:00:41Z,2020-02-05 04:00:41,-6.248741,36.906434,745122.3,4088028.5,1.2,6,3.78
7398,ANS03,Anser anser,Ánsar común,H,2020-02-05T04:02:11Z,2020-02-05 05:02:11,-6.24867,36.905447,745131.8,4087919.2,1.2,8,3.74
7399,ANS03,Anser anser,Ánsar común,H,2020-02-05T05:02:02Z,2020-02-05 06:02:02,-6.24905,36.905287,745098.5,4087900.5,1.6,11,3.75
7400,ANS03,Anser anser,Ánsar común,H,2020-02-05T06:02:03Z,2020-02-05 07:02:03,-6.248722,36.905664,745126.5,4087943.2,2.0,5,3.86
7401,ANS03,Anser anser,Ánsar común,H,2020-02-05T07:02:08Z,2020-02-05 08:02:08,-6.191731,37.074469,749652.4,4106823.6,1.6,8,3.86
7402,ANS03,Anser anser,Ánsar común,H,2020-02-05T08:02:19Z,2020-02-05 09:02:19,-6.184894,37.075094,750258.3,4106911.0,2.0,8,3.96
7403,ANS03,Anser anser,Ánsar común,H,2020-02-05T09:01:05Z,2020-02-05 10:01:05,-6.191727,37.074215,749653.6,4106795.4,2.9,12,4.01
7404,ANS03,Anser anser,Ánsar común,H,2020-02-05T10:02:09Z,2020-02-05 11:02:09,-6.193081,37.075929,749527.6,4106982.1,2.2,12,4.08
7405,ANS03,Anser anser,Ánsar común,H,2020-02-05T11:02:02Z,2020-02-05 12:02:02,-6.187449,37.076175,750027.5,4107024.1,2.3,7,4.13
7406,ANS03,Anser anser,Ánsar común,H,2020-02-05T12:01:14Z,2020-02-05 13:01:14,-6.192643,37.072705,749577.1,4106625.4,2.0,11,4.01
7407,ANS03,Anser anser,Ánsar común,H,2020-02-05T13:02:27Z,2020-02-05 14:02:27,-6.184246,37.072237,750325.3,4106595.6,1.9,10,4.07
7408,ANS03,Anser anser,Ánsar común,H,2020-02-05T14:00:17Z,2020-02-05 15:00:17,-6.190817,37.073801,749735.8,4106751.8,2.2,10,4.07
7409,ANS03,Anser anser,Ánsar común,H,2020-02-05T15:00:29Z,2020-02-05 16:00:29,-6.19199,37.075274,749626.7,4106912.2,2.5,10,4.01
7410,ANS03,Anser anser,Ánsar común,H,2020-02-05T16:00:50Z,2020-02-05 17:00:50,-6.189227,37.076812,749867.3,4107090.2,1.2,9,3.97
7411,ANS03,Anser anser,Ánsar común,H,2020-02-05T17:01:57Z,2020-02-05 18:01:57,-6.248661,36.906318,745129.8,4088015.9,1.9,5,3.94
7412,ANS03,Anser anser,Ánsar común,H,2020-02-05T18:00:22Z,2020-02-05 19:00:22,-6.390534,36.947732,732361.3,4092255.9,1.6,7,3.88
7413,ANS03,Anser anser,Ánsar común,H,2020-02-05T19:01:42Z,2020-02-05 20:01:42,-6.391073,36.947881,732312.9,4092271.2,1.6,8,3.79
7414,ANS03,Anser anser,Ánsar común,H,2020-02-05T20:02:27Z,2020-02-05 21:02:27,-6.390684,36.948102,732346.9,4092296.6,2.9,6,3.74
7415,ANS03,Anser anser,Ánsar común,H,2020-02-05T21:00:41Z,2020-02-05 22:00:41,-6.390724,36.948304,732342.7,4092318.9,3.0,7,3.73
7416,ANS03,Anser anser,Ánsar común,H,2020-02-05T22:02:04Z,2020-02-05 23:02:04,-6.390678,36.947867,732348.1,4092270.6,1.5,10,3.79
7417,ANS03,Anser anser,Ánsar común,H,2020-02-05T23:00:27Z,2020-02-06 00:00:27,-6.391375,36.948063,732285.5,4092290.6,1.4,5,3.73
7418,ANS03,Anser anser,Ánsar común,H,2020-02-06T00:00:22Z,2020-02-06 01:00:22,-6.390312,36.948664,732378.2,4092359.9,2.3,7,3.72
7419,ANS03,Anser anser,Ánsar común,H,2020-02-06T01:00:48Z,2020-02-06 02:00:48,-6.390787,36.948367,732336.8,4092325.8,0.8,12,3.7
7420,ANS03,Anser anser,Ánsar común,H,2020-02-06T02:01:23Z,2020-02-06 03:01:23,-6.390846,36.947652,732333.8,4092246.2,2.3,8,3.81
7421,ANS03,Anser anser,Ánsar común,H,2020-02-06T03:02:21Z,2020-02-06 04:02:21,-6.390843,36.948007,732333.0,4092285.7,1.8,10,3.74
7422,ANS03,Anser anser,Ánsar común,H,2020-02-06T04:01:12Z,2020-02-06 05:01:12,-6.390844,36.948515,732331.3,4092342.1,4.1,9,3.77
7423,ANS03,Anser anser,Ánsar común,H,2020-02-06T05:00:01Z,2020-02-06 06:00:01,-6.390349,36.94852,732375.4,4092343.9,2.6,11,3.7
7424,ANS03,Anser anser,Ánsar común,H,2020-02-06T06:01:10Z,2020-02-06 07:01:10,-6.391014,36.948348,732316.7,4092323.1,2.5,6,3.85
7425,ANS03,Anser anser,Ánsar común,H,2020-02-06T07:02:24Z,2020-02-06 08:02:24,-6.278458,36.94504,742351.8,4092236.5,3.1,11,3.84
7426,ANS03,Anser anser,Ánsar común,H,2020-02-06T08:01:13Z,2020-02-06 09:01:13,-6.278162,36.945386,742377.1,4092275.7,1.6,12,3.99
7427,ANS03,Anser anser,Ánsar común,H,2020-02-06T09:01:06Z,2020-02-06 10:01:06,-6.276382,36.943794,742540.6,4092103.5,1.7,5,4.03
7428,ANS03,Anser anser,Ánsar común,H,2020-02-06T10:01:51Z,2020-02-06 11:01:51,-6.279119,36.942806,742300.0,4091987.0,3.8,12,4.02
7429,ANS03,Anser anser,Ánsar común,H,2020-02-06T11:01:37Z,2020-02-06 12:01:37,-6.280091,36.943104,742212.5,4092017.6,1.4,7,4.1
7430,ANS03,Anser anser,Ánsar común,H,2020-02-06T12:02:14Z,2020-02-06 13:02:14,-6.281896,36.943495,742050.5,4092056.3,1.5,5,4.16
7431,ANS03,Anser anser,Ánsar común,H,2020-02-06T13:01:26Z,2020-02-06 14:01:26,-6.280439,36.946518,742170.6,4092395.5,2.2,10,4.11
7432,ANS03,Anser anser,Ánsar común,H,2020-02-06T14:01:00Z,2020-02-06 15:01:00,-6.276776,36.941595,742512.6,4091858.6,1.1,11,4.06
7433,ANS03,Anser anser,Ánsar común,H,2020-02-06T15:00:31Z,2020-02-06 16:00:31,-6.279431,36.945,742265.3,4092229.7,2.0,7,4.02
7434,ANS03,Anser anser,Ánsar común,H,2020-02-06T16:01:07Z,2020-02-06 17:01:07,-6.280889,36.94436,742137.4,4092154.9,2.4,8,3.92
7435,ANS03,Anser anser,Ánsar común,H,2020-02-06T17:01:02Z,2020-02-06 18:01:02,-6.390537,36.948118,732359.9,4092298.8,1.8,9,3.91
7436,ANS03,Anser anser,Ánsar común,H,2020-02-06T18:00:40Z,2020-02-06 19:00:40,-6.390656,36.948012,732349.6,4092286.7,1.8,8,3.86
7437,ANS03,Anser anser,Ánsar común,H,2020-02-06T19:00:56Z,2020-02-06 20:00:56,-6.391437,36.947735,732280.9,4092254.1,1.5,12,3.78
7438,ANS03,Anser anser,Ánsar común,H,2020-02-06T20:00:36Z,2020-02-06 21:00:36,-6.39156,36.948165,732268.7,4092301.5,1.8,11,3.8
7439,ANS03,Anser anser,Ánsar común,H,2020-02-06T21:02:23Z,2020-02-06 22:02:23,-6.390823,36.947513,732336.3,4092230.9,1.5,6,3.75
7440,ANS03,Anser anser,Ánsar común,H,2020-02-06T22:00:55Z,2020-02-06 23:00:55,-6.39168,36.948057,732258.3,4092289.2,1.3,8,3.8
7441,ANS03,Anser anser,Ánsar común,H,2020-02-06T23:00:10Z,2020-02-07 00:00:10,-6.390878,36.947855,732330.3,4092268.8,1.5,11,3.81
7442,ANS03,Anser anser,Ánsar común,H,2020-02-07T00:01:30Z,2020-02-07 01:01:30,-6.391469,36.947631,732278.4,4092242.4,1.7,12,3.8
7443,ANS03,Anser anser,Ánsar común,H,2020-02-07T01:00:58Z,2020-02-07 02:00:58,-6.391171,36.94819,732303.2,4092305.2,1.9,5,3.72
7444,ANS03,Anser anser,Ánsar común,H,2020-02-07T02:01:52Z,2020-02-07 03:01:52,-6.390619,36.948125,732352.5,4092299.3,1.7,7,3.66
7445,ANS03,Anser anser,Ánsar común,H,2020-02-07T03:00:50Z,2020-02-07 04:00:50,-6.39099,36.948058,732319.7,4092291.0,2.1,5,3.73
7446,ANS03,Anser anser,Ánsar común,H,2020-02-07T04:01:51Z,2020-02-07 05:01:51,-6.391113,36.94868,732306.8,4092359.7,2.1,12,3.76
7447,ANS03,Anser anser,Ánsar común,H,2020-02-07T05:02:05Z,2020-02-07 06:02:05,-6.391271,36.948373,732293.7,4092325.3,1.8,8,3.78
7448,ANS03,Anser anser,Ánsar común,H,2020-02-07T06:00:13Z,2020-02-07 07:00:13,-6.391298,36.947612,732293.6,4092240.7,1.5,9,3.82
7449,ANS03,Anser anser,Ánsar común,H,2020-02-07T07:02:29Z,2020-02-07 08:02:29,-6.380447,36.95694,733231.6,4093302.4,2.3,5,3.9
7450,ANS03,Anser anser,Ánsar común,H,2020-02-07T08:01:57Z,2020-02-07 09:01:57,-6.381181,36.956606,733167.2,4093263.5,3.2,12,3.94
7451,ANS03,Anser anser,Ánsar común,H,2020-02-07T09:00:04Z,2020-02-07 10:00:04,-6.383868,36.957213,732926.2,4093324.3,1.3,11,4.01
7452,ANS03,Anser anser,Ánsar común,H,2020-02-07T10:02:09Z,2020-02-07 11:02:09,-6.381123,36.960096,733161.8,4093650.9,1.4,9,4.07
7453,ANS03,Anser anser,Ánsar común,H,2020-02-07T11:00:49Z,2020-02-07 12:00:49,-6.373883,36.958104,733812.6,4093447.6,1.5,11,4.08
7454,ANS03,Anser anser,Ánsar común,H,2020-02-07T12:02:23Z,2020-02-07 13:02:23,-6.378851,36.955538,733378.0,4093150.6,1.2,10,4.11
7455,ANS03,Anser anser,Ánsar común,H,2020-02-07T13:00:53Z,2020-02-07 14:00:53,-6.38044,36.956478,733233.7,4093251.1,1.2,11,4.07
7456,ANS03,Anser anser,Ánsar común,H,2020-02-07T14:02:23Z,2020-02-07 15:02:23,-6.378232,36.954604,733436.0,4093048.6,1.7,11,4.05
7457,ANS03,Anser anser,Ánsar común,H,2020-02-07T15:00:25Z,2020-02-07 16:00:25,-6.382217,36.956197,733076.2,4093215.5,1.5,12,4.01
7458,ANS03,Anser anser,Ánsar común,H,2020-02-07T16:00:40Z,2020-02-07 17:00:40,-6.381123,36.955667,733175.3,4093159.4,1.2,8,4.02
7459,ANS03,Anser anser,Ánsar común,H,2020-02-07T17:01:07Z,2020-02-07 18:01:07,-6.390951,36.948172,732322.9,4092303.7,1.3,9,3.93
7460,ANS03,Anser anser,Ánsar común,H,2020-02-07T18:00:52Z,2020-02-07 19:00:52,-6.391431,36.948146,732280.2,4092299.7,1.7,9,3.81
7461,ANS03,Anser anser,Ánsar común,H,2020-02-07T19:01:29Z,2020-02-07 20:01:29,-6.390928,36.947902,732325.7,4092273.8,0.9,12,3.77
7462,ANS03,Anser anser,Ánsar común,H,2020-02-07T20:02:08Z,2020-02-07 21:02:08,-6.390823,36.947709,732335.7,4092252.7,2.2,10,3.73
7463,ANS03,Anser anser,Ánsar común,H,2020-02-07T21:01:56Z,2020-02-07 22:01:56,-6.390358,36.948047,732376.0,4092291.3,2.3,7,3.76
7464,ANS03,Anser anser,Ánsar común,H,2020-02-07T22:00:57Z,2020-02-07 23:00:57,-6.390337,36.948619,732376.2,4092354.9,1.5,9,3.73
7465,ANS03,Anser anser,Ánsar común,H,2020-02-07T23:01:10Z,2020-02-08 00:01:10,-6.390826,36.947907,732334.8,4092274.6,1.5,8,3.79
7466,ANS03,Anser anser,Ánsar común,H,2020-02-08T01:01:22Z,2020-02-08 02:01:22,-6.390622,36.948253,732351.9,4092313.5,3.4,7,3.78
7467,ANS03,Anser anser,Ánsar común,H,2020-02-08T02:01:54Z,2020-02-08 03:01:54,-6.391576,36.948413,732266.4,4092329.0,1.5,7,3.72
7468,ANS03,Anser anser,Ánsar común,H,2020-02-08T03:01:17Z,2020-02-08 04:01:17,-6.390388,36.94819,732372.9,4092307.1,0.9,10,3.8
7469,ANS03,Anser anser,Ánsar común,H,2020-02-08T04:01:25Z,2020-02-08 05:01:25,-6.391241,36.948353,732296.5,4092323.1,1.1,8,3.79
7470,ANS03,Anser anser,Ánsar común,H,2020-02-08T05:00:13Z,2020-02-08 06:00:13,-6.390779,36.947913,732338.9,4092275.4,1.6,9,3.78
7471,ANS03,Anser anser,Ánsar común,H,2020-02-08T06:01:46Z,2020-02-08 07:01:46,-6.391274,36.947991,732294.7,4092282.9,2.5,12,3.87
7472,ANS03,Anser anser,Ánsar común,H,2020-02-08T07:01:08Z,2020-02-08 08:01:08,-6.355264,36.968469,735438.7,4094643.6,1.6,11,3.84
7473,ANS03,Anser anser,Ánsar común,H,2020-02-08T08:02:24Z,2020-02-08 09:02:24,-6.35909,36.967832,735100.0,4094563.5,1.6,5,3.97
7474,ANS03,Anser anser,Ánsar común,H,2020-02-08T09:02:16Z,2020-02-08 10:02:16,-6.36169,36.969953,734862.0,4094792.4,1.5,12,4.01
7475,ANS03,Anser anser,Ánsar común,H,2020-02-08T10:02:13Z,2020-02-08 11:02:13,-6.360516,36.970042,734966.2,4094805.2,2.1,6,4.11
7476,ANS03,Anser anser,Ánsar común,H,2020-02-08T11:01:18Z,2020-02-08 12:01:18,-6.362881,36.970894,734753.0,4094893.9,1.8,11,4.12
7477,ANS03,Anser anser,Ánsar común,H,2020-02-08T12:01:17Z,2020-02-08 13:01:17,-6.361639,36.96884,734869.9,4094669.1,2.1,12,4.13
7478,ANS03,Anser anser,Ánsar común,H,2020-02-08T13:01:28Z,2020-02-08 14:01:28,-6.363542,36.969632,734698.0,4094752.2,1.4,6,4.1
7479,ANS03,Anser anser,Ánsar común,H,2020-02-08T14:01:15Z,2020-02-08 15:01:15,-6.361811,36.967702,734858.1,4094542.4,2.7,5,4.02
7480,ANS03,Anser anser,Ánsar común,H,2020-02-08T15:00:25Z,2020-02-08 16:00:25,-6.361398,36.967371,734895.9,4094506.7,2.0,9,4.07
7481,ANS03,Anser anser,Ánsar común,H,2020-02-08T16:01:51Z,2020-02-08 17:01:51,-6.361654,36.967249,734873.5,4094492.5,1.6,7,3.98
7482,ANS03,Anser anser,Ánsar común,H,2020-02-08T17:01:36Z,2020-02-08 18:01:36,-6.390606,36.948166,732353.6,4092303.9,2.2,8,3.96
7483,ANS03,Anser anser,Ánsar común,H,2020-02-08T18:00:07Z,2020-02-08 19:00:07,-6.391795,36.947863,732248.6,4092267.4,1.5,6,3.76
7484,ANS03,Anser anser,Ánsar común,H,2020-02-08T19:02:05Z,2020-02-08 20:02:05,-6.390526,36.948352,732360.2,4092324.8,1.5,10,3.75
7485,ANS03,Anser anser,Ánsar común,H,2020-02-08T20:01:18Z,2020-02-08 21:01:18,-6.391123,36.947686,732309.0,4092249.4,1.1,6,3.79
7486,ANS03,Anser anser,Ánsar común,H,2020-02-08T21:01:32Z,2020-02-08 22:01:32,-6.390627,36.94784,732352.7,4092267.7,1.9,8,3.76
7487,ANS03,Anser anser,Ánsar común,H,2020-02-08T22:00:24Z,2020-02-08 23:00:24,-6.391128,36.94796,732307.8,4092279.8,1.5,5,3.7
7488,ANS03,Anser anser,Ánsar común,H,2020-02-08T23:01:27Z,2020-02-09 00:01:27,-6.390777,36.948403,732337.6,4092329.8,0.9,11,3.81
